ID,Imperor,Image_path_av,Image_path_rev,meta,bbox_av_face,bbox_rev_img,URL
287,Constantine I,images\287_obv_Constantine I.jpg,images\287_rev_Constantine I.jpg,jsons\287_Constantine I.json,"[98.46372985839844, 55.620201110839844, 259.2469482421875, 286.0164489746094]",,https://numismatics.org/collection/1944.100.5531
288,Constantine I,images\288_obv_Constantine I.jpg,images\288_rev_Constantine I.jpg,jsons\288_Constantine I.json,"[61, 31, 240, 272]",,https://numismatics.org/collection/1947.2.247
289,Constantine I,images\289_obv_Constantine I.jpg,images\289_rev_Constantine I.jpg,jsons\289_Constantine I.json,"[29.61954689025879, 13.585165977478027, 260.91943359375, 290.23004150390625]",,https://numismatics.org/collection/1947.2.263
290,Constantine I,images\290_obv_Constantine I.jpg,images\290_rev_Constantine I.jpg,jsons\290_Constantine I.json,"[20.79334831237793, 29.406278610229492, 259.1386413574219, 288.1211853027344]",,https://numismatics.org/collection/1952.142.11
291,Constantine I,images\291_obv_Constantine I.jpg,images\291_rev_Constantine I.jpg,jsons\291_Constantine I.json,"[61.03591537475586, 42.76156234741211, 287.66119384765625, 283.2391357421875]",,https://numismatics.org/collection/1952.142.13
292,Constantine I,images\292_obv_Constantine I.jpg,images\292_rev_Constantine I.jpg,jsons\292_Constantine I.json,"[28.374879837036133, 32.02568817138672, 265.5271911621094, 293.1167907714844]",,https://numismatics.org/collection/1952.142.15
293,Constantine I,images\293_obv_Constantine I.jpg,images\293_rev_Constantine I.jpg,jsons\293_Constantine I.json,"[45, 23, 252, 283]",,https://numismatics.org/collection/1952.142.16
294,Constantine I,images\294_obv_Constantine I.jpg,images\294_rev_Constantine I.jpg,jsons\294_Constantine I.json,"[71, 29, 236, 262]",,https://numismatics.org/collection/1952.142.18
295,Constantine I,images\295_obv_Constantine I.jpg,images\295_rev_Constantine I.jpg,jsons\295_Constantine I.json,"[42.371368408203125, 29.817378997802734, 276.96356201171875, 288.64056396484375]",,https://numismatics.org/collection/1944.100.8725
296,Constantine I,images\296_obv_Constantine I.jpg,images\296_rev_Constantine I.jpg,jsons\296_Constantine I.json,"[74, 18, 252, 268]",,https://numismatics.org/collection/1944.100.8726
297,Constantine I,images\297_obv_Constantine I.jpg,images\297_rev_Constantine I.jpg,jsons\297_Constantine I.json,"[75, 11, 254, 267]",,https://numismatics.org/collection/1944.100.8727
298,Theodosius I,images\298_obv_Theodosius I.jpg,images\298_rev_Theodosius I.jpg,jsons\298_Theodosius I.json,"[72, 40, 237, 283]",,https://numismatics.org/collection/1944.100.25604
299,Theodosius I,images\299_obv_Theodosius I.jpg,images\299_rev_Theodosius I.jpg,jsons\299_Theodosius I.json,"[68, 27, 225, 273]",,https://numismatics.org/collection/1944.100.25327
300,Theodosius I,images\300_obv_Theodosius I.jpg,images\300_rev_Theodosius I.jpg,jsons\300_Theodosius I.json,"[76, 35, 236, 268]",,https://numismatics.org/collection/1944.100.25613
301,Theodosius I,images\301_obv_Theodosius I.jpg,images\301_rev_Theodosius I.jpg,jsons\301_Theodosius I.json,"[70, 29, 227, 270]",,https://numismatics.org/collection/1944.100.25338
302,Theodosius I,images\302_obv_Theodosius I.jpg,images\302_rev_Theodosius I.jpg,jsons\302_Theodosius I.json,"[71, 35, 221, 268]",,https://numismatics.org/collection/1944.100.25339
303,Theodosius I,images\303_obv_Theodosius I.jpg,images\303_rev_Theodosius I.jpg,jsons\303_Theodosius I.json,"[68, 34, 234, 286]",,https://numismatics.org/collection/1944.100.25620
304,Theodosius I,images\304_obv_Theodosius I.jpg,images\304_rev_Theodosius I.jpg,jsons\304_Theodosius I.json,"[76, 55, 230, 275]",,https://numismatics.org/collection/1944.100.25658
305,Theodosius I,images\305_obv_Theodosius I.jpg,images\305_rev_Theodosius I.jpg,jsons\305_Theodosius I.json,"[76, 22, 234, 290]",,https://numismatics.org/collection/1944.100.25660
306,Theodosius I,images\306_obv_Theodosius I.jpg,images\306_rev_Theodosius I.jpg,jsons\306_Theodosius I.json,"[65, 28, 231, 288]",,https://numismatics.org/collection/1944.100.25662
307,Theodosius I,images\307_obv_Theodosius I.jpg,images\307_rev_Theodosius I.jpg,jsons\307_Theodosius I.json,"[49, 24, 221, 281]",,https://numismatics.org/collection/1944.100.25663
308,Theodosius I,images\308_obv_Theodosius I.jpg,images\308_rev_Theodosius I.jpg,jsons\308_Theodosius I.json,"[67, 53, 215, 283]",,https://numismatics.org/collection/1944.100.25666
309,Theodosius I,images\309_obv_Theodosius I.jpg,images\309_rev_Theodosius I.jpg,jsons\309_Theodosius I.json,"[59, 39, 228, 280]",,https://numismatics.org/collection/1944.100.25668
310,Theodosius I,images\310_obv_Theodosius I.jpg,images\310_rev_Theodosius I.jpg,jsons\310_Theodosius I.json,"[39.16963195800781, 37.09822463989258, 262.1723937988281, 289.8844909667969]",,https://numismatics.org/collection/1944.100.25670
311,Theodosius I,images\311_obv_Theodosius I.jpg,images\311_rev_Theodosius I.jpg,jsons\311_Theodosius I.json,"[74, 20, 251, 263]",,https://numismatics.org/collection/1944.100.25671
312,Theodosius I,images\312_obv_Theodosius I.jpg,images\312_rev_Theodosius I.jpg,jsons\312_Theodosius I.json,"[86, 47, 233, 271]",,https://numismatics.org/collection/1944.100.25672
313,Theodosius I,images\313_obv_Theodosius I.jpg,images\313_rev_Theodosius I.jpg,jsons\313_Theodosius I.json,"[60, 24, 233, 279]",,https://numismatics.org/collection/1944.100.25676
314,Theodosius I,images\314_obv_Theodosius I.jpg,images\314_rev_Theodosius I.jpg,jsons\314_Theodosius I.json,"[75, 49, 234, 274]",,https://numismatics.org/collection/1944.100.25686
315,Theodosius I,images\315_obv_Theodosius I.jpg,images\315_rev_Theodosius I.jpg,jsons\315_Theodosius I.json,"[80, 54, 219, 261]",,https://numismatics.org/collection/1944.100.25692
316,Theodosius I,images\316_obv_Theodosius I.jpg,images\316_rev_Theodosius I.jpg,jsons\316_Theodosius I.json,"[54, 43, 234, 276]",,https://numismatics.org/collection/1944.100.25696
317,Theodosius I,images\317_obv_Theodosius I.jpg,images\317_rev_Theodosius I.jpg,jsons\317_Theodosius I.json,"[52, 39, 233, 272]",,https://numismatics.org/collection/1944.100.25698
318,Theodosius I,images\318_obv_Theodosius I.jpg,images\318_rev_Theodosius I.jpg,jsons\318_Theodosius I.json,"[64, 40, 231, 279]",,https://numismatics.org/collection/1944.100.25700
319,Theodosius I,images\319_obv_Theodosius I.jpg,images\319_rev_Theodosius I.jpg,jsons\319_Theodosius I.json,"[63, 27, 233, 279]",,https://numismatics.org/collection/1944.100.25708
320,Theodosius I,images\320_obv_Theodosius I.jpg,images\320_rev_Theodosius I.jpg,jsons\320_Theodosius I.json,"[75, 31, 227, 261]",,https://numismatics.org/collection/1944.100.25710
321,Theodosius I,images\321_obv_Theodosius I.jpg,images\321_rev_Theodosius I.jpg,jsons\321_Theodosius I.json,"[80, 53, 248, 283]",,https://numismatics.org/collection/1944.100.25712
322,Theodosius I,images\322_obv_Theodosius I.jpg,images\322_rev_Theodosius I.jpg,jsons\322_Theodosius I.json,"[69, 45, 245, 267]",,https://numismatics.org/collection/1944.100.25431
323,Theodosius I,images\323_obv_Theodosius I.jpg,images\323_rev_Theodosius I.jpg,jsons\323_Theodosius I.json,"[32, 36, 223, 256]",,https://numismatics.org/collection/1944.100.25718
324,Theodosius I,images\324_obv_Theodosius I.jpg,images\324_rev_Theodosius I.jpg,jsons\324_Theodosius I.json,"[58, 38, 230, 273]",,https://numismatics.org/collection/1944.100.25720
325,Theodosius I,images\325_obv_Theodosius I.jpg,images\325_rev_Theodosius I.jpg,jsons\325_Theodosius I.json,"[81, 50, 251, 263]",,https://numismatics.org/collection/1944.100.25722
326,Theodosius I,images\326_obv_Theodosius I.jpg,images\326_rev_Theodosius I.jpg,jsons\326_Theodosius I.json,"[64, 34, 238, 268]",,https://numismatics.org/collection/1944.100.25439
327,Theodosius I,images\327_obv_Theodosius I.jpg,images\327_rev_Theodosius I.jpg,jsons\327_Theodosius I.json,"[65, 53, 242, 283]",,https://numismatics.org/collection/1944.100.25728
328,Theodosius I,images\328_obv_Theodosius I.jpg,images\328_rev_Theodosius I.jpg,jsons\328_Theodosius I.json,"[69, 35, 213, 282]",,https://numismatics.org/collection/1944.100.25757
329,Theodosius I,images\329_obv_Theodosius I.jpg,images\329_rev_Theodosius I.jpg,jsons\329_Theodosius I.json,"[74, 40, 224, 263]",,https://numismatics.org/collection/1944.100.25759
330,Theodosius I,images\330_obv_Theodosius I.jpg,images\330_rev_Theodosius I.jpg,jsons\330_Theodosius I.json,"[40, 50, 222, 280]",,https://numismatics.org/collection/1944.100.25761
331,Theodosius I,images\331_obv_Theodosius I.jpg,images\331_rev_Theodosius I.jpg,jsons\331_Theodosius I.json,"[55, 56, 202, 282]",,https://numismatics.org/collection/1944.100.25763
332,Theodosius I,images\332_obv_Theodosius I.jpg,images\332_rev_Theodosius I.jpg,jsons\332_Theodosius I.json,"[50, 45, 210, 286]",,https://numismatics.org/collection/1944.100.25765
333,Theodosius I,images\333_obv_Theodosius I.jpg,images\333_rev_Theodosius I.jpg,jsons\333_Theodosius I.json,"[68, 64, 225, 281]",,https://numismatics.org/collection/1944.100.25770
334,Theodosius I,images\334_obv_Theodosius I.jpg,images\334_rev_Theodosius I.jpg,jsons\334_Theodosius I.json,"[64, 39, 206, 273]",,https://numismatics.org/collection/1944.100.25771
335,Theodosius I,images\335_obv_Theodosius I.jpg,images\335_rev_Theodosius I.jpg,jsons\335_Theodosius I.json,"[58, 25, 221, 267]",,https://numismatics.org/collection/1944.100.25774
336,Theodosius I,images\336_obv_Theodosius I.jpg,images\336_rev_Theodosius I.jpg,jsons\336_Theodosius I.json,"[66, 35, 226, 268]",,https://numismatics.org/collection/1944.100.25776
337,Theodosius I,images\337_obv_Theodosius I.jpg,images\337_rev_Theodosius I.jpg,jsons\337_Theodosius I.json,"[36, 21, 203, 252]",,https://numismatics.org/collection/1944.100.25789
338,Theodosius I,images\338_obv_Theodosius I.jpg,images\338_rev_Theodosius I.jpg,jsons\338_Theodosius I.json,"[67, 55, 237, 256]",,https://numismatics.org/collection/1944.100.25795
339,Theodosius I,images\339_obv_Theodosius I.jpg,images\339_rev_Theodosius I.jpg,jsons\339_Theodosius I.json,"[54, 42, 225, 283]",,https://numismatics.org/collection/1944.100.25512
340,Theodosius I,images\340_obv_Theodosius I.jpg,images\340_rev_Theodosius I.jpg,jsons\340_Theodosius I.json,"[99, 66, 250, 270]",,https://numismatics.org/collection/1944.100.25797
341,Theodosius I,images\341_obv_Theodosius I.jpg,images\341_rev_Theodosius I.jpg,jsons\341_Theodosius I.json,"[53, 43, 200, 272]",,https://numismatics.org/collection/1944.100.25798
342,Theodosius I,images\342_obv_Theodosius I.jpg,images\342_rev_Theodosius I.jpg,jsons\342_Theodosius I.json,"[60, 35, 220, 272]",,https://numismatics.org/collection/1944.100.25800
343,Theodosius I,images\343_obv_Theodosius I.jpg,images\343_rev_Theodosius I.jpg,jsons\343_Theodosius I.json,"[67, 41, 221, 271]",,https://numismatics.org/collection/1944.100.25801
344,Theodosius I,images\344_obv_Theodosius I.jpg,images\344_rev_Theodosius I.jpg,jsons\344_Theodosius I.json,"[44, 37, 204, 275]",,https://numismatics.org/collection/1944.100.25802
345,Theodosius I,images\345_obv_Theodosius I.jpg,images\345_rev_Theodosius I.jpg,jsons\345_Theodosius I.json,"[62, 53, 223, 280]",,https://numismatics.org/collection/1944.100.25804
346,Theodosius I,images\346_obv_Theodosius I.jpg,images\346_rev_Theodosius I.jpg,jsons\346_Theodosius I.json,"[72, 49, 214, 274]",,https://numismatics.org/collection/1944.100.25806
347,Theodosius I,images\347_obv_Theodosius I.jpg,images\347_rev_Theodosius I.jpg,jsons\347_Theodosius I.json,"[46.72948455810547, 59.21767807006836, 270.0066223144531, 283.1163635253906]",,https://numismatics.org/collection/1944.100.25807
348,Theodosius I,images\348_obv_Theodosius I.jpg,images\348_rev_Theodosius I.jpg,jsons\348_Theodosius I.json,"[49, 25, 201, 276]",,https://numismatics.org/collection/1944.100.25525
349,Theodosius I,images\349_obv_Theodosius I.jpg,images\349_rev_Theodosius I.jpg,jsons\349_Theodosius I.json,"[51.00642776489258, 46.43720245361328, 259.04669189453125, 284.3661193847656]",,https://numismatics.org/collection/1944.100.25809
350,Theodosius I,images\350_obv_Theodosius I.jpg,images\350_rev_Theodosius I.jpg,jsons\350_Theodosius I.json,"[37.85542297363281, 51.74577331542969, 256.6730041503906, 290.7149353027344]",,https://numismatics.org/collection/1944.100.25810
351,Theodosius I,images\351_obv_Theodosius I.jpg,images\351_rev_Theodosius I.jpg,jsons\351_Theodosius I.json,"[56, 34, 226, 265]",,https://numismatics.org/collection/1944.100.25528
352,Theodosius I,images\352_obv_Theodosius I.jpg,images\352_rev_Theodosius I.jpg,jsons\352_Theodosius I.json,"[55.326229095458984, 58.33119201660156, 269.5058288574219, 294.7462463378906]",,https://numismatics.org/collection/1944.100.25812
353,Theodosius I,images\353_obv_Theodosius I.jpg,images\353_rev_Theodosius I.jpg,jsons\353_Theodosius I.json,"[73, 53, 213, 282]",,https://numismatics.org/collection/1944.100.25825
354,Theodosius I,images\354_obv_Theodosius I.jpg,images\354_rev_Theodosius I.jpg,jsons\354_Theodosius I.json,"[54, 83, 198, 292]",,https://numismatics.org/collection/1944.100.25827
355,Theodosius I,images\355_obv_Theodosius I.jpg,images\355_rev_Theodosius I.jpg,jsons\355_Theodosius I.json,"[40, 65, 229, 282]",,https://numismatics.org/collection/1944.100.25833
356,Theodosius I,images\356_obv_Theodosius I.jpg,images\356_rev_Theodosius I.jpg,jsons\356_Theodosius I.json,"[43, 37, 235, 287]",,https://numismatics.org/collection/1944.100.25548
357,Theodosius I,images\357_obv_Theodosius I.jpg,images\357_rev_Theodosius I.jpg,jsons\357_Theodosius I.json,"[74, 42, 247, 283]",,https://numismatics.org/collection/1944.100.25552
358,Theodosius I,images\358_obv_Theodosius I.jpg,images\358_rev_Theodosius I.jpg,jsons\358_Theodosius I.json,"[51, 45, 231, 283]",,https://numismatics.org/collection/1944.100.25554
359,Theodosius I,images\359_obv_Theodosius I.jpg,images\359_rev_Theodosius I.jpg,jsons\359_Theodosius I.json,"[58, 66, 200, 266]",,https://numismatics.org/collection/1944.100.25841
360,Theodosius I,images\360_obv_Theodosius I.jpg,images\360_rev_Theodosius I.jpg,jsons\360_Theodosius I.json,"[57, 26, 207, 288]",,https://numismatics.org/collection/1944.100.25862
361,Theodosius I,images\361_obv_Theodosius I.jpg,images\361_rev_Theodosius I.jpg,jsons\361_Theodosius I.json,"[56, 36, 211, 282]",,https://numismatics.org/collection/1944.100.25864
362,Theodosius I,images\362_obv_Theodosius I.jpg,images\362_rev_Theodosius I.jpg,jsons\362_Theodosius I.json,"[21.002103805541992, 23.541839599609375, 256.9773254394531, 272.5661926269531]",,https://numismatics.org/collection/1944.100.25581
363,Theodosius I,images\363_obv_Theodosius I.jpg,images\363_rev_Theodosius I.jpg,jsons\363_Theodosius I.json,"[46.47734451293945, 33.55896759033203, 257.9603576660156, 290.79656982421875]",,https://numismatics.org/collection/1944.100.25866
364,Theodosius I,images\364_obv_Theodosius I.jpg,images\364_rev_Theodosius I.jpg,jsons\364_Theodosius I.json,"[72.94140625, 29.55324935913086, 300.0, 287.31024169921875]",,https://numismatics.org/collection/1944.100.25583
365,Theodosius I,images\365_obv_Theodosius I.jpg,images\365_rev_Theodosius I.jpg,jsons\365_Theodosius I.json,"[50.135711669921875, 51.58149337768555, 262.8903503417969, 287.0636901855469]",,https://numismatics.org/collection/1944.100.25868
366,Theodosius I,images\366_obv_Theodosius I.jpg,images\366_rev_Theodosius I.jpg,jsons\366_Theodosius I.json,"[13.23546314239502, 44.31718063354492, 248.89193725585938, 283.04974365234375]",,https://numismatics.org/collection/1944.100.25870
367,Theodosius I,images\367_obv_Theodosius I.jpg,images\367_rev_Theodosius I.jpg,jsons\367_Theodosius I.json,"[13.15738582611084, 46.80427169799805, 263.36962890625, 292.8409118652344]",,https://numismatics.org/collection/1944.100.25596
368,Theodosius I,images\368_obv_Theodosius I.jpg,images\368_rev_Theodosius I.jpg,jsons\368_Theodosius I.json,"[56, 35, 228, 290]",,https://numismatics.org/collection/1944.100.25599
369,Theodosius I,images\369_obv_Theodosius I.jpg,images\369_rev_Theodosius I.jpg,jsons\369_Theodosius I.json,"[68, 42, 215, 271]",,https://numismatics.org/collection/1944.100.25600
370,Theodosius I,images\370_obv_Theodosius I.jpg,images\370_rev_Theodosius I.jpg,jsons\370_Theodosius I.json,"[73, 44, 243, 282]",,https://numismatics.org/collection/1944.100.25880
371,Theodosius I,images\371_obv_Theodosius I.jpg,images\371_rev_Theodosius I.jpg,jsons\371_Theodosius I.json,"[64, 33, 229, 281]",,https://numismatics.org/collection/1944.100.25602
372,Theodosius I,images\372_obv_Theodosius I.jpg,images\372_rev_Theodosius I.jpg,jsons\372_Theodosius I.json,"[61, 35, 225, 279]",,https://numismatics.org/collection/1944.100.25885
373,Theodosius I,images\373_obv_Theodosius I.jpg,images\373_rev_Theodosius I.jpg,jsons\373_Theodosius I.json,"[79, 34, 251, 251]",,https://numismatics.org/collection/1944.100.25888
374,Theodosius I,images\374_obv_Theodosius I.jpg,images\374_rev_Theodosius I.jpg,jsons\374_Theodosius I.json,"[74, 25, 240, 281]",,https://numismatics.org/collection/1933.999.511
375,Theodosius I,images\375_obv_Theodosius I.jpg,images\375_rev_Theodosius I.jpg,jsons\375_Theodosius I.json,"[59, 32, 238, 274]",,https://numismatics.org/collection/1933.999.512
376,Theodosius I,images\376_obv_Theodosius I.jpg,images\376_rev_Theodosius I.jpg,jsons\376_Theodosius I.json,"[47, 42, 217, 284]",,https://numismatics.org/collection/1934.21.58
377,Theodosius I,images\377_obv_Theodosius I.jpg,images\377_rev_Theodosius I.jpg,jsons\377_Theodosius I.json,"[65, 35, 223, 278]",,https://numismatics.org/collection/1934.33.220
378,Theodosius I,images\378_obv_Theodosius I.jpg,images\378_rev_Theodosius I.jpg,jsons\378_Theodosius I.json,"[60, 96, 205, 292]",,https://numismatics.org/collection/1934.999.713
379,Theodosius I,images\379_obv_Theodosius I.jpg,images\379_rev_Theodosius I.jpg,jsons\379_Theodosius I.json,"[54, 42, 222, 280]",,https://numismatics.org/collection/1944.100.54629
380,Theodosius I,images\380_obv_Theodosius I.jpg,images\380_rev_Theodosius I.jpg,jsons\380_Theodosius I.json,"[45, 43, 225, 282]",,https://numismatics.org/collection/1944.100.54638
381,Theodosius I,images\381_obv_Theodosius I.jpg,images\381_rev_Theodosius I.jpg,jsons\381_Theodosius I.json,"[63, 30, 217, 281]",,https://numismatics.org/collection/1944.100.54639
382,Theodosius I,images\382_obv_Theodosius I.jpg,images\382_rev_Theodosius I.jpg,jsons\382_Theodosius I.json,"[64, 44, 244, 281]",,https://numismatics.org/collection/1944.100.54640
383,Theodosius I,images\383_obv_Theodosius I.jpg,images\383_rev_Theodosius I.jpg,jsons\383_Theodosius I.json,"[52, 42, 227, 272]",,https://numismatics.org/collection/1944.100.54650
384,Theodosius I,images\384_obv_Theodosius I.jpg,images\384_rev_Theodosius I.jpg,jsons\384_Theodosius I.json,"[74, 45, 248, 285]",,https://numismatics.org/collection/1944.100.54651
385,Theodosius I,images\385_obv_Theodosius I.jpg,images\385_rev_Theodosius I.jpg,jsons\385_Theodosius I.json,"[69, 57, 238, 284]",,https://numismatics.org/collection/1944.100.54652
386,Theodosius I,images\386_obv_Theodosius I.jpg,images\386_rev_Theodosius I.jpg,jsons\386_Theodosius I.json,"[79, 25, 246, 279]",,https://numismatics.org/collection/1944.100.54660
387,Theodosius I,images\387_obv_Theodosius I.jpg,images\387_rev_Theodosius I.jpg,jsons\387_Theodosius I.json,"[94, 23, 248, 284]",,https://numismatics.org/collection/1944.100.54661
388,Theodosius I,images\388_obv_Theodosius I.jpg,images\388_rev_Theodosius I.jpg,jsons\388_Theodosius I.json,"[60.70963668823242, 17.552146911621094, 289.2007751464844, 288.6094665527344]",,https://numismatics.org/collection/1944.100.54665
389,Theodosius I,images\389_obv_Theodosius I.jpg,images\389_rev_Theodosius I.jpg,jsons\389_Theodosius I.json,"[41.47971725463867, 37.45768356323242, 275.5835266113281, 290.5478210449219]",,https://numismatics.org/collection/1944.100.54666
390,Theodosius I,images\390_obv_Theodosius I.jpg,images\390_rev_Theodosius I.jpg,jsons\390_Theodosius I.json,"[52, 25, 238, 279]",,https://numismatics.org/collection/1944.100.54671
391,Theodosius I,images\391_obv_Theodosius I.jpg,images\391_rev_Theodosius I.jpg,jsons\391_Theodosius I.json,"[36.57510757446289, 20.433652877807617, 263.16046142578125, 292.7530822753906]",,https://numismatics.org/collection/1944.100.54672
392,Theodosius I,images\392_obv_Theodosius I.jpg,images\392_rev_Theodosius I.jpg,jsons\392_Theodosius I.json,"[32.23520278930664, 51.75530242919922, 262.5597229003906, 291.3130798339844]",,https://numismatics.org/collection/1944.100.54673
393,Theodosius I,images\393_obv_Theodosius I.jpg,images\393_rev_Theodosius I.jpg,jsons\393_Theodosius I.json,"[61, 39, 244, 283]",,https://numismatics.org/collection/1944.100.54676
394,Theodosius I,images\394_obv_Theodosius I.jpg,images\394_rev_Theodosius I.jpg,jsons\394_Theodosius I.json,"[27.01668930053711, 32.23554611206055, 261.36285400390625, 276.1329345703125]",,https://numismatics.org/collection/1944.100.54677
395,Theodosius I,images\395_obv_Theodosius I.jpg,images\395_rev_Theodosius I.jpg,jsons\395_Theodosius I.json,"[67, 58, 259, 278]",,https://numismatics.org/collection/1944.100.54684
396,Theodosius I,images\396_obv_Theodosius I.jpg,images\396_rev_Theodosius I.jpg,jsons\396_Theodosius I.json,"[53, 35, 237, 268]",,https://numismatics.org/collection/1944.100.54685
397,Theodosius I,images\397_obv_Theodosius I.jpg,images\397_rev_Theodosius I.jpg,jsons\397_Theodosius I.json,"[74, 73, 220, 276]",,https://numismatics.org/collection/1944.100.54710
398,Theodosius I,images\398_obv_Theodosius I.jpg,images\398_rev_Theodosius I.jpg,jsons\398_Theodosius I.json,"[56, 45, 237, 278]",,https://numismatics.org/collection/1944.100.54711
399,Theodosius I,images\399_obv_Theodosius I.jpg,images\399_rev_Theodosius I.jpg,jsons\399_Theodosius I.json,"[60, 40, 234, 283]",,https://numismatics.org/collection/1944.100.54712
400,Theodosius I,images\400_obv_Theodosius I.jpg,images\400_rev_Theodosius I.jpg,jsons\400_Theodosius I.json,"[58, 56, 238, 275]",,https://numismatics.org/collection/1944.100.54713
401,Theodosius I,images\401_obv_Theodosius I.jpg,images\401_rev_Theodosius I.jpg,jsons\401_Theodosius I.json,"[49, 54, 232, 286]",,https://numismatics.org/collection/1944.100.54714
402,Theodosius I,images\402_obv_Theodosius I.jpg,images\402_rev_Theodosius I.jpg,jsons\402_Theodosius I.json,"[53, 47, 250, 268]",,https://numismatics.org/collection/1944.100.54715
403,Theodosius I,images\403_obv_Theodosius I.jpg,images\403_rev_Theodosius I.jpg,jsons\403_Theodosius I.json,"[81, 52, 246, 274]",,https://numismatics.org/collection/1944.100.54716
404,Theodosius I,images\404_obv_Theodosius I.jpg,images\404_rev_Theodosius I.jpg,jsons\404_Theodosius I.json,"[66, 48, 235, 281]",,https://numismatics.org/collection/1944.100.54726
405,Theodosius I,images\405_obv_Theodosius I.jpg,images\405_rev_Theodosius I.jpg,jsons\405_Theodosius I.json,"[60, 45, 214, 268]",,https://numismatics.org/collection/1944.100.54736
406,Theodosius I,images\406_obv_Theodosius I.jpg,images\406_rev_Theodosius I.jpg,jsons\406_Theodosius I.json,"[71, 35, 262, 254]",,https://numismatics.org/collection/1944.100.54737
407,Theodosius I,images\407_obv_Theodosius I.jpg,images\407_rev_Theodosius I.jpg,jsons\407_Theodosius I.json,"[82, 54, 240, 268]",,https://numismatics.org/collection/1944.100.54738
408,Theodosius I,images\408_obv_Theodosius I.jpg,images\408_rev_Theodosius I.jpg,jsons\408_Theodosius I.json,"[67.18579864501953, 74.69367218017578, 241.42938232421875, 295.638671875]",,https://numismatics.org/collection/1944.100.54739
409,Theodosius I,images\409_obv_Theodosius I.jpg,images\409_rev_Theodosius I.jpg,jsons\409_Theodosius I.json,"[52.92211151123047, 38.85672378540039, 234.5952911376953, 280.27081298828125]",,https://numismatics.org/collection/1944.100.54740
410,Theodosius I,images\410_obv_Theodosius I.jpg,images\410_rev_Theodosius I.jpg,jsons\410_Theodosius I.json,"[38, 57, 214, 268]",,https://numismatics.org/collection/1944.100.54741
411,Theodosius I,images\411_obv_Theodosius I.jpg,images\411_rev_Theodosius I.jpg,jsons\411_Theodosius I.json,"[35.49095916748047, 41.2461051940918, 263.4700012207031, 296.4131164550781]",,https://numismatics.org/collection/1944.100.54742
412,Theodosius I,images\412_obv_Theodosius I.jpg,images\412_rev_Theodosius I.jpg,jsons\412_Theodosius I.json,"[70, 51, 237, 273]",,https://numismatics.org/collection/1944.100.54743
413,Theodosius I,images\413_obv_Theodosius I.jpg,images\413_rev_Theodosius I.jpg,jsons\413_Theodosius I.json,"[59, 50, 241, 270]",,https://numismatics.org/collection/1944.100.54744
414,Theodosius I,images\414_obv_Theodosius I.jpg,images\414_rev_Theodosius I.jpg,jsons\414_Theodosius I.json,"[49, 59, 235, 283]",,https://numismatics.org/collection/1944.100.54745
415,Theodosius I,images\415_obv_Theodosius I.jpg,images\415_rev_Theodosius I.jpg,jsons\415_Theodosius I.json,"[38, 43, 240, 267]",,https://numismatics.org/collection/1944.100.54746
416,Theodosius I,images\416_obv_Theodosius I.jpg,images\416_rev_Theodosius I.jpg,jsons\416_Theodosius I.json,"[53, 39, 231, 274]",,https://numismatics.org/collection/1944.100.54747
417,Theodosius I,images\417_obv_Theodosius I.jpg,images\417_rev_Theodosius I.jpg,jsons\417_Theodosius I.json,"[67, 54, 228, 270]",,https://numismatics.org/collection/1944.100.54748
418,Theodosius I,images\418_obv_Theodosius I.jpg,images\418_rev_Theodosius I.jpg,jsons\418_Theodosius I.json,"[56, 47, 234, 281]",,https://numismatics.org/collection/1944.100.54749
419,Theodosius I,images\419_obv_Theodosius I.jpg,images\419_rev_Theodosius I.jpg,jsons\419_Theodosius I.json,"[58, 57, 236, 275]",,https://numismatics.org/collection/1944.100.54762
420,Theodosius I,images\420_obv_Theodosius I.jpg,images\420_rev_Theodosius I.jpg,jsons\420_Theodosius I.json,"[76, 71, 235, 283]",,https://numismatics.org/collection/1944.100.54763
421,Theodosius I,images\421_obv_Theodosius I.jpg,images\421_rev_Theodosius I.jpg,jsons\421_Theodosius I.json,"[76, 81, 239, 288]",,https://numismatics.org/collection/1944.100.54764
422,Theodosius I,images\422_obv_Theodosius I.jpg,images\422_rev_Theodosius I.jpg,jsons\422_Theodosius I.json,"[64, 54, 236, 290]",,https://numismatics.org/collection/1944.100.54765
423,Theodosius I,images\423_obv_Theodosius I.jpg,images\423_rev_Theodosius I.jpg,jsons\423_Theodosius I.json,"[67, 80, 228, 286]",,https://numismatics.org/collection/1944.100.54766
424,Theodosius I,images\424_obv_Theodosius I.jpg,images\424_rev_Theodosius I.jpg,jsons\424_Theodosius I.json,"[61, 72, 220, 288]",,https://numismatics.org/collection/1944.100.54767
425,Theodosius I,images\425_obv_Theodosius I.jpg,images\425_rev_Theodosius I.jpg,jsons\425_Theodosius I.json,"[73, 71, 230, 284]",,https://numismatics.org/collection/1944.100.54768
426,Theodosius I,images\426_obv_Theodosius I.jpg,images\426_rev_Theodosius I.jpg,jsons\426_Theodosius I.json,"[60, 54, 222, 280]",,https://numismatics.org/collection/1944.100.54776
427,Theodosius I,images\427_obv_Theodosius I.jpg,images\427_rev_Theodosius I.jpg,jsons\427_Theodosius I.json,"[54, 48, 212, 275]",,https://numismatics.org/collection/1944.100.54777
