ID,Imperor,Image_path_av,bbox_av_face
1305,Commodus,images/1305_obv_Commodus.jpg,"[62, 42, 246, 279]"
1306,Commodus,images/1306_obv_Commodus.jpg,"[57, 55, 241, 274]"
1307,Commodus,images/1307_obv_Commodus.jpg,"[75, 27, 239, 260]"
1308,Commodus,images/1308_obv_Commodus.jpg,"[64, 34, 235, 255]"
1309,Commodus,images/1309_obv_Commodus.jpg,"[86, 45, 242, 283]"
1310,Commodus,images/1310_obv_Commodus.jpg,"[61, 25, 226, 271]"
1311,Commodus,images/1311_obv_Commodus.jpg,"[73, 36, 230, 285]"
1312,Commodus,images/1312_obv_Commodus.jpg,"[82, 32, 223, 276]"
1313,Commodus,images/1313_obv_Commodus.jpg,"[63, 29, 230, 268]"
1314,Commodus,images/1314_obv_Commodus.jpg,"[72, 36, 215, 286]"
1315,Commodus,images/1315_obv_Commodus.jpg,"[68, 25, 239, 262]"
1316,Commodus,images/1316_obv_Commodus.jpg,"[86, 36, 228, 252]"
1317,Commodus,images/1317_obv_Commodus.jpg,"[63, 51, 237, 271]"
1318,Commodus,images/1318_obv_Commodus.jpg,"[86, 13, 251, 264]"
1319,Commodus,images/1319_obv_Commodus.jpg,"[43.16542434692383, 19.526079177856445, 268.97601318359375, 292.6990661621094]"
1320,Commodus,images/1320_obv_Commodus.jpg,"[63, 41, 228, 265]"
1321,Commodus,images/1321_obv_Commodus.jpg,"[64, 36, 246, 289]"
1322,Commodus,images/1322_obv_Commodus.jpg,"[73, 21, 239, 286]"
1323,Commodus,images/1323_obv_Commodus.jpg,"[80, 51, 229, 292]"
1324,Commodus,images/1324_obv_Commodus.jpg,"[59, 50, 222, 273]"
1325,Commodus,images/1325_obv_Commodus.jpg,"[86.2162094116211, 21.71270179748535, 257.841064453125, 292.50872802734375]"
1326,Commodus,images/1326_obv_Commodus.jpg,"[69, 30, 235, 273]"
1327,Commodus,images/1327_obv_Commodus.jpg,"[56, 21, 226, 305]"
1328,Commodus,images/1328_obv_Commodus.jpg,"[64, 53, 229, 259]"
1329,Commodus,images/1329_obv_Commodus.jpg,"[95, 40, 237, 278]"
1330,Commodus,images/1330_obv_Commodus.jpg,"[68, 31, 220, 282]"
1331,Commodus,images/1331_obv_Commodus.jpg,"[82, 21, 245, 250]"
1332,Commodus,images/1332_obv_Commodus.jpg,"[83, 35, 236, 280]"
1333,Commodus,images/1333_obv_Commodus.jpg,"[68, 48, 227, 268]"
1334,Commodus,images/1334_obv_Commodus.jpg,"[87, 33, 225, 250]"
1335,Commodus,images/1335_obv_Commodus.jpg,"[71, 20, 255, 285]"
1336,Commodus,images/1336_obv_Commodus.jpg,"[65, 34, 233, 288]"
1337,Commodus,images/1337_obv_Commodus.jpg,"[91, 45, 229, 259]"
1338,Commodus,images/1338_obv_Commodus.jpg,"[37, 4, 217, 267]"
1339,Commodus,images/1339_obv_Commodus.jpg,"[73, 5, 237, 273]"
1340,Commodus,images/1340_obv_Commodus.jpg,"[73, 36, 229, 251]"
1341,Commodus,images/1341_obv_Commodus.jpg,"[79, 13, 245, 290]"
1342,Commodus,images/1342_obv_Commodus.jpg,"[73, 28, 232, 258]"
1343,Commodus,images/1343_obv_Commodus.jpg,"[78, 35, 242, 297]"
1344,Commodus,images/1344_obv_Commodus.jpg,"[80, 29, 239, 268]"
1345,Commodus,images/1345_obv_Commodus.jpg,"[68, 31, 217, 272]"
1346,Commodus,images/1346_obv_Commodus.jpg,"[51, 40, 225, 278]"
1347,Commodus,images/1347_obv_Commodus.jpg,"[51, 39, 263, 253]"
1348,Commodus,images/1348_obv_Commodus.jpg,"[39.13901901245117, 0.0, 271.0840148925781, 279.4669189453125]"
1349,Commodus,images/1349_obv_Commodus.jpg,"[86, 18, 263, 288]"
1350,Commodus,images/1350_obv_Commodus.jpg,"[75, 47, 228, 277]"
1351,Commodus,images/1351_obv_Commodus.jpg,"[72, 50, 244, 274]"
1352,Commodus,images/1352_obv_Commodus.jpg,"[59, 51, 237, 270]"
1353,Commodus,images/1353_obv_Commodus.jpg,"[82, 41, 239, 277]"
1354,Commodus,images/1354_obv_Commodus.jpg,"[68, 31, 220, 276]"
1355,Commodus,images/1355_obv_Commodus.jpg,"[44, 30, 225, 290]"
1356,Commodus,images/1356_obv_Commodus.jpg,"[31, 24, 243, 286]"
1357,Commodus,images/1357_obv_Commodus.jpg,"[47.247474670410156, 65.93887329101562, 260.3214111328125, 282.89825439453125]"
1358,Commodus,images/1358_obv_Commodus.jpg,"[37, 25, 219, 288]"
1359,Commodus,images/1359_obv_Commodus.jpg,"[66, 23, 230, 289]"
1360,Commodus,images/1360_obv_Commodus.jpg,"[71, 31, 254, 278]"
1361,Commodus,images/1361_obv_Commodus.jpg,"[71, 24, 256, 283]"
1362,Commodus,images/1362_obv_Commodus.jpg,"[52.94926452636719, 17.715051651000977, 266.7908020019531, 280.83203125]"
1363,Commodus,images/1363_obv_Commodus.jpg,"[68.69244384765625, 21.267498016357422, 257.7957458496094, 279.55133056640625]"
1364,Commodus,images/1364_obv_Commodus.jpg,"[50.966766357421875, 58.184913635253906, 255.5648651123047, 286.3908386230469]"
1365,Commodus,images/1365_obv_Commodus.jpg,"[72, 31, 251, 291]"
1366,Commodus,images/1366_obv_Commodus.jpg,"[39.49973678588867, 36.90642166137695, 263.6105651855469, 279.6410217285156]"
1367,Commodus,images/1367_obv_Commodus.jpg,"[60, 33, 273, 274]"
1368,Commodus,images/1368_obv_Commodus.jpg,"[60, 29, 247, 283]"
1369,Commodus,images/1369_obv_Commodus.jpg,"[59, 19, 237, 282]"
1370,Commodus,images/1370_obv_Commodus.jpg,"[40.324790954589844, 44.90220642089844, 278.3744201660156, 284.66656494140625]"
1371,Commodus,images/1371_obv_Commodus.jpg,"[43, 29, 236, 276]"
1372,Commodus,images/1372_obv_Commodus.jpg,"[67.72518920898438, 37.97907638549805, 239.7529296875, 290.9624938964844]"
1373,Commodus,images/1373_obv_Commodus.jpg,"[72.71240234375, 21.880157470703125, 273.3966064453125, 281.4539794921875]"
1374,Commodus,images/1374_obv_Commodus.jpg,"[62, 0, 236, 275]"
1375,Commodus,images/1375_obv_Commodus.jpg,"[92, 36, 246, 288]"
1376,Commodus,images/1376_obv_Commodus.jpg,"[79, 32, 238, 264]"
1377,Commodus,images/1377_obv_Commodus.jpg,"[66, 19, 225, 258]"
1378,Commodus,images/1378_obv_Commodus.jpg,"[75, 22, 231, 287]"
1379,Commodus,images/1379_obv_Commodus.jpg,"[51, 58, 231, 270]"
1380,Commodus,images/1380_obv_Commodus.jpg,"[31.832590103149414, 40.133338928222656, 257.30303955078125, 280.41925048828125]"
1381,Commodus,images/1381_obv_Commodus.jpg,"[24.08323097229004, 2.8009698390960693, 263.35400390625, 286.80120849609375]"
1382,Commodus,images/1382_obv_Commodus.jpg,"[59, 39, 234, 283]"
1383,Commodus,images/1383_obv_Commodus.jpg,"[65, 45, 240, 257]"
1384,Commodus,images/1384_obv_Commodus.jpg,"[71, 34, 248, 264]"
1385,Commodus,images/1385_obv_Commodus.jpg,"[82, 31, 240, 276]"
1386,Commodus,images/1386_obv_Commodus.jpg,"[80, 24, 235, 268]"
1387,Commodus,images/1387_obv_Commodus.jpg,"[48, 61, 214, 243]"
1388,Commodus,images/1388_obv_Commodus.jpg,"[64, 37, 236, 278]"
1389,Commodus,images/1389_obv_Commodus.jpg,"[37.09286880493164, 47.0626220703125, 273.6221618652344, 278.5481872558594]"
1390,Commodus,images/1390_obv_Commodus.jpg,"[74, 32, 257, 277]"
1391,Commodus,images/1391_obv_Commodus.jpg,"[58, 20, 230, 272]"
1392,Commodus,images/1392_obv_Commodus.jpg,"[82, 29, 231, 289]"
1393,Commodus,images/1393_obv_Commodus.jpg,"[65, 40, 252, 283]"
1394,Commodus,images/1394_obv_Commodus.jpg,"[72, 18, 251, 274]"
1395,Constantius Chlorus,images/1395_obv_Constantius Chlorus.jpg,"[63, 51, 227, 274]"
1396,Constantius Chlorus,images/1396_obv_Constantius Chlorus.jpg,"[30.18327522277832, 33.66230773925781, 257.3655090332031, 290.3266906738281]"
1397,Constantius Chlorus,images/1397_obv_Constantius Chlorus.jpg,"[76, 45, 245, 275]"
1398,Constantius Chlorus,images/1398_obv_Constantius Chlorus.jpg,"[60, 69, 228, 284]"
1399,Constantius Chlorus,images/1399_obv_Constantius Chlorus.jpg,"[72, 62, 218, 283]"
1400,Constantius Chlorus,images/1400_obv_Constantius Chlorus.jpg,"[50, 59, 255, 276]"
1401,Constantius Chlorus,images/1401_obv_Constantius Chlorus.jpg,"[58, 60, 246, 285]"
1402,Constantius Chlorus,images/1402_obv_Constantius Chlorus.jpg,"[80, 54, 246, 286]"
1403,Constantius Chlorus,images/1403_obv_Constantius Chlorus.jpg,"[52.81516647338867, 45.68787384033203, 239.30226135253906, 300.0]"
1404,Constantius Chlorus,images/1404_obv_Constantius Chlorus.jpg,"[51.46602249145508, 36.899925231933594, 233.64089965820312, 286.9442138671875]"
1405,Constantius Chlorus,images/1405_obv_Constantius Chlorus.jpg,"[63, 50, 232, 282]"
1406,Constantius Chlorus,images/1406_obv_Constantius Chlorus.jpg,"[60, 46, 240, 268]"
1407,Constantius Chlorus,images/1407_obv_Constantius Chlorus.jpg,"[53.450828552246094, 50.959651947021484, 235.34304809570312, 293.09100341796875]"
1408,Constantius Chlorus,images/1408_obv_Constantius Chlorus.jpg,"[44.1283073425293, 31.12912940979004, 278.1273498535156, 284.9479675292969]"
1409,Constantius Chlorus,images/1409_obv_Constantius Chlorus.jpg,"[52, 56, 211, 276]"
1410,Constantius Chlorus,images/1410_obv_Constantius Chlorus.jpg,"[76, 75, 228, 253]"
1411,Constantius Chlorus,images/1411_obv_Constantius Chlorus.jpg,"[72, 62, 232, 277]"
1412,Constantius Chlorus,images/1412_obv_Constantius Chlorus.jpg,"[57, 52, 219, 267]"
1413,Constantius Chlorus,images/1413_obv_Constantius Chlorus.jpg,"[68, 63, 236, 275]"
1414,Constantius Chlorus,images/1414_obv_Constantius Chlorus.jpg,"[61, 64, 240, 281]"
1415,Constantius Chlorus,images/1415_obv_Constantius Chlorus.jpg,"[41.01373291015625, 14.521092414855957, 276.254638671875, 276.51409912109375]"
1416,Constantius Chlorus,images/1416_obv_Constantius Chlorus.jpg,"[66, 54, 253, 263]"
1417,Constantius Chlorus,images/1417_obv_Constantius Chlorus.jpg,"[62, 52, 243, 281]"
1418,Constantius Chlorus,images/1418_obv_Constantius Chlorus.jpg,"[57, 68, 243, 284]"
1419,Constantius Chlorus,images/1419_obv_Constantius Chlorus.jpg,"[36.75387954711914, 61.3994140625, 257.038330078125, 286.4774475097656]"
1420,Constantius Chlorus,images/1420_obv_Constantius Chlorus.jpg,"[67, 48, 239, 269]"
1421,Constantius Chlorus,images/1421_obv_Constantius Chlorus.jpg,"[55.3052864074707, 40.37964630126953, 288.86407470703125, 293.0561218261719]"
1422,Constantius Chlorus,images/1422_obv_Constantius Chlorus.jpg,"[51, 69, 205, 275]"
1423,Constantius Chlorus,images/1423_obv_Constantius Chlorus.jpg,"[63, 76, 229, 285]"
1424,Constantius Chlorus,images/1424_obv_Constantius Chlorus.jpg,"[67.05925750732422, 68.18240356445312, 240.62757873535156, 290.9937438964844]"
1425,Constantius Chlorus,images/1425_obv_Constantius Chlorus.jpg,"[34.52238845825195, 22.50343132019043, 261.08154296875, 286.7789001464844]"
1426,Constantius Chlorus,images/1426_obv_Constantius Chlorus.jpg,"[53, 59, 222, 282]"
1427,Constantius Chlorus,images/1427_obv_Constantius Chlorus.jpg,"[40.79555892944336, 52.4154167175293, 261.2558288574219, 289.242431640625]"
1428,Constantius Chlorus,images/1428_obv_Constantius Chlorus.jpg,"[66, 50, 238, 269]"
1429,Constantius Chlorus,images/1429_obv_Constantius Chlorus.jpg,"[40, 54, 238, 277]"
1430,Constantius Chlorus,images/1430_obv_Constantius Chlorus.jpg,"[50, 53, 238, 282]"
1431,Constantius Chlorus,images/1431_obv_Constantius Chlorus.jpg,"[56, 51, 260, 278]"
1432,Constantius Chlorus,images/1432_obv_Constantius Chlorus.jpg,"[53, 40, 248, 303]"
1433,Constantius Chlorus,images/1433_obv_Constantius Chlorus.jpg,"[40, 65, 239, 292]"
1434,Constantius Chlorus,images/1434_obv_Constantius Chlorus.jpg,"[48.06011962890625, 47.80703353881836, 274.0524597167969, 299.1573486328125]"
1435,Constantius Chlorus,images/1435_obv_Constantius Chlorus.jpg,"[34.31490707397461, 34.494319915771484, 261.0836486816406, 300.0]"
1436,Constantius Chlorus,images/1436_obv_Constantius Chlorus.jpg,"[49, 58, 227, 277]"
1437,Constantius Chlorus,images/1437_obv_Constantius Chlorus.jpg,"[46, 64, 249, 281]"
1438,Constantius Chlorus,images/1438_obv_Constantius Chlorus.jpg,"[53, 51, 223, 291]"
1439,Constantius Chlorus,images/1439_obv_Constantius Chlorus.jpg,"[48, 49, 241, 265]"
1440,Constantius Chlorus,images/1440_obv_Constantius Chlorus.jpg,"[63, 52, 234, 272]"
1441,Constantius Chlorus,images/1441_obv_Constantius Chlorus.jpg,"[68, 59, 228, 268]"
1442,Constantius Chlorus,images/1442_obv_Constantius Chlorus.jpg,"[54, 49, 236, 272]"
1443,Constantius Chlorus,images/1443_obv_Constantius Chlorus.jpg,"[39.240692138671875, 47.33084487915039, 258.0260925292969, 274.5709228515625]"
1444,Constantius Chlorus,images/1444_obv_Constantius Chlorus.jpg,"[44, 62, 232, 291]"
1445,Constantius Chlorus,images/1445_obv_Constantius Chlorus.jpg,"[48, 53, 244, 265]"
1446,Constantius Chlorus,images/1446_obv_Constantius Chlorus.jpg,"[37.776180267333984, 59.11606216430664, 255.10037231445312, 289.25762939453125]"
1448,Constantius Chlorus,images/1448_obv_Constantius Chlorus.jpg,"[66, 34, 252, 280]"
1451,Constantius Chlorus,images/1451_obv_Constantius Chlorus.jpg,"[49, 41, 239, 275]"
1452,Constantius Chlorus,images/1452_obv_Constantius Chlorus.jpg,"[62, 43, 241, 271]"
1453,Constantius Chlorus,images/1453_obv_Constantius Chlorus.jpg,"[68, 63, 228, 267]"
1454,Constantius Chlorus,images/1454_obv_Constantius Chlorus.jpg,"[68, 64, 249, 289]"
1455,Constantius Chlorus,images/1455_obv_Constantius Chlorus.jpg,"[60.802249908447266, 39.546085357666016, 219.00462341308594, 275.35321044921875]"
1456,Constantius Chlorus,images/1456_obv_Constantius Chlorus.jpg,"[59, 53, 244, 278]"
1457,Constantius Chlorus,images/1457_obv_Constantius Chlorus.jpg,"[58, 53, 231, 279]"
1458,Constantius Chlorus,images/1458_obv_Constantius Chlorus.jpg,"[62, 60, 247, 296]"
1459,Constantius Chlorus,images/1459_obv_Constantius Chlorus.jpg,"[31.401412963867188, 18.72490692138672, 261.74578857421875, 291.4336853027344]"
1460,Constantius Chlorus,images/1460_obv_Constantius Chlorus.jpg,"[43.31294631958008, 55.58736038208008, 271.621337890625, 291.24395751953125]"
1461,Constantius Chlorus,images/1461_obv_Constantius Chlorus.jpg,"[57, 67, 236, 262]"
1462,Constantius Chlorus,images/1462_obv_Constantius Chlorus.jpg,"[66, 62, 243, 286]"
1463,Constantius Chlorus,images/1463_obv_Constantius Chlorus.jpg,"[41.782039642333984, 39.56983184814453, 251.87872314453125, 290.2044677734375]"
1464,Constantius Chlorus,images/1464_obv_Constantius Chlorus.jpg,"[50.011959075927734, 35.14740753173828, 270.86151123046875, 287.4035339355469]"
1465,Constantius Chlorus,images/1465_obv_Constantius Chlorus.jpg,"[22.022293090820312, 28.005950927734375, 264.06854248046875, 300.0]"
1466,Constantius Chlorus,images/1466_obv_Constantius Chlorus.jpg,"[59, 54, 236, 276]"
1467,Constantius Chlorus,images/1467_obv_Constantius Chlorus.jpg,"[62, 54, 240, 273]"
1468,Constantius Chlorus,images/1468_obv_Constantius Chlorus.jpg,"[58, 63, 248, 282]"
1469,Constantius Chlorus,images/1469_obv_Constantius Chlorus.jpg,"[66, 71, 227, 277]"
1470,Constantius Chlorus,images/1470_obv_Constantius Chlorus.jpg,"[63, 66, 238, 272]"
1471,Constantius Chlorus,images/1471_obv_Constantius Chlorus.jpg,"[50, 61, 229, 275]"
1472,Constantius Chlorus,images/1472_obv_Constantius Chlorus.jpg,"[63, 63, 232, 271]"
1473,Constantius Chlorus,images/1473_obv_Constantius Chlorus.jpg,"[53, 54, 238, 275]"
1474,Constantius Chlorus,images/1474_obv_Constantius Chlorus.jpg,"[48.05514144897461, 42.00222396850586, 260.1066589355469, 266.88031005859375]"
1475,Constantius Chlorus,images/1475_obv_Constantius Chlorus.jpg,"[51, 45, 234, 270]"
1476,Constantius Chlorus,images/1476_obv_Constantius Chlorus.jpg,"[46, 48, 245, 269]"
1477,Constantius Chlorus,images/1477_obv_Constantius Chlorus.jpg,"[77.18833923339844, 44.344356536865234, 250.88194274902344, 275.765869140625]"
1478,Constantius Chlorus,images/1478_obv_Constantius Chlorus.jpg,"[61, 49, 238, 266]"
1479,Constantius Chlorus,images/1479_obv_Constantius Chlorus.jpg,"[59, 45, 234, 274]"
1480,Constantius Chlorus,images/1480_obv_Constantius Chlorus.jpg,"[69, 71, 242, 271]"
1481,Constantius Chlorus,images/1481_obv_Constantius Chlorus.jpg,"[54, 48, 239, 272]"
1482,Constantius Chlorus,images/1482_obv_Constantius Chlorus.jpg,"[39.51875686645508, 38.2711296081543, 249.04896545410156, 293.0527038574219]"
1483,Constantius Chlorus,images/1483_obv_Constantius Chlorus.jpg,"[32.757164001464844, 62.48020935058594, 258.7430419921875, 288.34698486328125]"
1484,Constantius Chlorus,images/1484_obv_Constantius Chlorus.jpg,"[49, 55, 224, 264]"
1485,Constantius Chlorus,images/1485_obv_Constantius Chlorus.jpg,"[54, 51, 235, 278]"
1486,Constantius Chlorus,images/1486_obv_Constantius Chlorus.jpg,"[57.504241943359375, 40.275962829589844, 250.5619354248047, 293.70526123046875]"
1487,Constantius Chlorus,images/1487_obv_Constantius Chlorus.jpg,"[61, 62, 240, 275]"
1488,Constantius Chlorus,images/1488_obv_Constantius Chlorus.jpg,"[28.240154266357422, 51.21677780151367, 261.6551208496094, 283.500244140625]"
1489,Constantius Chlorus,images/1489_obv_Constantius Chlorus.jpg,"[54, 49, 236, 279]"
1490,Constantius Chlorus,images/1490_obv_Constantius Chlorus.jpg,"[66, 63, 225, 286]"
1491,Constantius Chlorus,images/1491_obv_Constantius Chlorus.jpg,"[66.2893295288086, 44.20760726928711, 264.359375, 293.18072509765625]"
1492,Constantius Chlorus,images/1492_obv_Constantius Chlorus.jpg,"[50, 58, 234, 264]"
1493,Constantius Chlorus,images/1493_obv_Constantius Chlorus.jpg,"[63.12068557739258, 52.22046661376953, 266.92584228515625, 290.67315673828125]"
1494,Constantius Chlorus,images/1494_obv_Constantius Chlorus.jpg,"[80, 74, 224, 280]"
1495,Constantius Chlorus,images/1495_obv_Constantius Chlorus.jpg,"[48.30021667480469, 43.69501876831055, 246.97610473632812, 277.747802734375]"
1497,Constantius Chlorus,images/1497_obv_Constantius Chlorus.jpg,"[45, 53, 256, 289]"
1498,Constantius Chlorus,images/1498_obv_Constantius Chlorus.jpg,"[50, 56, 208, 289]"
1499,Constantius Chlorus,images/1499_obv_Constantius Chlorus.jpg,"[59, 64, 222, 285]"
1500,Constantius Chlorus,images/1500_obv_Constantius Chlorus.jpg,"[86, 48, 239, 273]"
1501,Constantius Chlorus,images/1501_obv_Constantius Chlorus.jpg,"[52, 53, 225, 279]"
1502,Constantius Chlorus,images/1502_obv_Constantius Chlorus.jpg,"[60, 68, 224, 294]"
1503,Constantius Chlorus,images/1503_obv_Constantius Chlorus.jpg,"[53, 53, 239, 284]"
1505,Constantius Chlorus,images/1505_obv_Constantius Chlorus.jpg,"[53, 33, 261, 271]"
1506,Constantius Chlorus,images/1506_obv_Constantius Chlorus.jpg,"[77, 34, 240, 284]"
1507,Constantius Chlorus,images/1507_obv_Constantius Chlorus.jpg,"[33.97197723388672, 44.26640319824219, 256.4305725097656, 278.1971130371094]"
1508,Constantius Chlorus,images/1508_obv_Constantius Chlorus.jpg,"[35.929176330566406, 21.530855178833008, 254.86923217773438, 281.6491394042969]"
1509,Constantius Chlorus,images/1509_obv_Constantius Chlorus.jpg,"[76, 54, 248, 266]"
1510,Constantius Chlorus,images/1510_obv_Constantius Chlorus.jpg,"[42, 48, 231, 274]"
1511,Constantius Chlorus,images/1511_obv_Constantius Chlorus.jpg,"[63, 59, 234, 273]"
1512,Constantius Chlorus,images/1512_obv_Constantius Chlorus.jpg,"[32.39871597290039, 19.732215881347656, 262.2059631347656, 284.3412170410156]"
1513,Constantius Chlorus,images/1513_obv_Constantius Chlorus.jpg,"[51.71281433105469, 17.808034896850586, 280.4775695800781, 281.5223083496094]"
1514,Constantius Chlorus,images/1514_obv_Constantius Chlorus.jpg,"[56, 69, 233, 303]"
1515,Constantius Chlorus,images/1515_obv_Constantius Chlorus.jpg,"[54.906402587890625, 51.77381896972656, 265.5094909667969, 280.9672546386719]"
1516,Constantius Chlorus,images/1516_obv_Constantius Chlorus.jpg,"[40.11448669433594, 44.74204635620117, 254.4346466064453, 285.518310546875]"
1517,Constantius Chlorus,images/1517_obv_Constantius Chlorus.jpg,"[59, 53, 244, 284]"
1518,Constantius Chlorus,images/1518_obv_Constantius Chlorus.jpg,"[71.89226531982422, 40.72694396972656, 278.19390869140625, 300.0]"
1519,Constantius Chlorus,images/1519_obv_Constantius Chlorus.jpg,"[54, 48, 243, 276]"
1520,Constantius Chlorus,images/1520_obv_Constantius Chlorus.jpg,"[68, 43, 246, 284]"
1521,Constantius Chlorus,images/1521_obv_Constantius Chlorus.jpg,"[57, 51, 238, 285]"
1522,Constantius Chlorus,images/1522_obv_Constantius Chlorus.jpg,"[38.90564727783203, 49.90951156616211, 247.64993286132812, 297.15679931640625]"
1523,Constantius Chlorus,images/1523_obv_Constantius Chlorus.jpg,"[77, 60, 234, 279]"
1524,Constantius Chlorus,images/1524_obv_Constantius Chlorus.jpg,"[30.69453239440918, 59.96186065673828, 248.44647216796875, 272.2728271484375]"
1525,Constantius Chlorus,images/1525_obv_Constantius Chlorus.jpg,"[35.74653244018555, 58.01496124267578, 279.52496337890625, 288.332763671875]"
1526,Constantius Chlorus,images/1526_obv_Constantius Chlorus.jpg,"[50, 56, 225, 269]"
1527,Constantius Chlorus,images/1527_obv_Constantius Chlorus.jpg,"[44.837425231933594, 33.6593017578125, 265.8858947753906, 286.3928527832031]"
1528,Constantius Chlorus,images/1528_obv_Constantius Chlorus.jpg,"[62, 58, 234, 289]"
1529,Constantius Chlorus,images/1529_obv_Constantius Chlorus.jpg,"[64, 61, 242, 286]"
1530,Constantius Chlorus,images/1530_obv_Constantius Chlorus.jpg,"[78, 64, 233, 268]"
1531,Constantius Chlorus,images/1531_obv_Constantius Chlorus.jpg,"[51, 59, 232, 277]"
1532,Constantius Chlorus,images/1532_obv_Constantius Chlorus.jpg,"[40.244720458984375, 57.14023971557617, 238.12835693359375, 296.67523193359375]"
1533,Constantius Chlorus,images/1533_obv_Constantius Chlorus.jpg,"[29.5697078704834, 31.272781372070312, 263.3096008300781, 295.4439697265625]"
1534,Constantius Chlorus,images/1534_obv_Constantius Chlorus.jpg,"[49, 68, 229, 275]"
1535,Constantius Chlorus,images/1535_obv_Constantius Chlorus.jpg,"[10.29478931427002, 43.2657585144043, 250.4653778076172, 291.78564453125]"
1536,Constantius Chlorus,images/1536_obv_Constantius Chlorus.jpg,"[73, 60, 249, 278]"
1537,Constantius Chlorus,images/1537_obv_Constantius Chlorus.jpg,"[7.658578872680664, 49.44316482543945, 235.70533752441406, 292.774169921875]"
1538,Constantius Chlorus,images/1538_obv_Constantius Chlorus.jpg,"[54, 53, 214, 288]"
1539,Constantius Chlorus,images/1539_obv_Constantius Chlorus.jpg,"[67, 54, 242, 260]"
1540,Constantius Chlorus,images/1540_obv_Constantius Chlorus__Galerius.jpg,"[88, 64, 224, 268]"
1541,Constantius Chlorus,images/1541_obv_Constantius Chlorus.jpg,"[55, 61, 230, 273]"
1542,Constantius Chlorus,images/1542_obv_Constantius Chlorus.jpg,"[69, 64, 214, 278]"
1543,Constantius Chlorus,images/1543_obv_Constantius Chlorus.jpg,"[50, 56, 225, 285]"
1544,Diocletian,images/1544_obv_Diocletian.jpg,"[49, 69, 244, 276]"
1545,Diocletian,images/1545_obv_Diocletian.jpg,"[29.932878494262695, 31.137598037719727, 275.388427734375, 286.28900146484375]"
1546,Diocletian,images/1546_obv_Diocletian.jpg,"[87, 60, 230, 256]"
1547,Diocletian,images/1547_obv_Diocletian.jpg,"[72, 55, 240, 280]"
1548,Diocletian,images/1548_obv_Diocletian.jpg,"[93, 53, 238, 265]"
1549,Diocletian,images/1549_obv_Diocletian.jpg,"[61, 63, 245, 270]"
1550,Diocletian,images/1550_obv_Diocletian.jpg,"[71, 60, 239, 270]"
1551,Diocletian,images/1551_obv_Diocletian.jpg,"[47, 61, 214, 279]"
1552,Diocletian,images/1552_obv_Diocletian.jpg,"[74, 62, 223, 266]"
1553,Diocletian,images/1553_obv_Diocletian.jpg,"[87, 67, 233, 268]"
1554,Diocletian,images/1554_obv_Diocletian.jpg,"[93, 65, 253, 300]"
1555,Diocletian,images/1555_obv_Diocletian.jpg,"[84.09186553955078, 51.72581100463867, 273.89666748046875, 269.2078857421875]"
1556,Diocletian,images/1556_obv_Diocletian.jpg,"[76, 70, 216, 292]"
1557,Diocletian,images/1557_obv_Diocletian.jpg,"[78, 63, 250, 278]"
1558,Diocletian,images/1558_obv_Diocletian.jpg,"[88, 63, 212, 277]"
1559,Diocletian,images/1559_obv_Diocletian.jpg,"[84, 68, 210, 279]"
1560,Diocletian,images/1560_obv_Diocletian.jpg,"[93, 73, 230, 262]"
1561,Diocletian,images/1561_obv_Diocletian.jpg,"[88, 77, 227, 264]"
1562,Diocletian,images/1562_obv_Diocletian.jpg,"[62, 47, 218, 266]"
1563,Diocletian,images/1563_obv_Diocletian.jpg,"[74.44944763183594, 24.85084342956543, 254.46420288085938, 293.755615234375]"
1564,Diocletian,images/1564_obv_Diocletian.jpg,"[80, 61, 232, 261]"
1565,Diocletian,images/1565_obv_Diocletian.jpg,"[82, 81, 221, 262]"
1566,Diocletian,images/1566_obv_Diocletian.jpg,"[78, 55, 208, 267]"
1567,Diocletian,images/1567_obv_Diocletian.jpg,"[56, 71, 210, 282]"
1568,Diocletian,images/1568_obv_Diocletian.jpg,"[93, 93, 240, 276]"
1569,Diocletian,images/1569_obv_Diocletian.jpg,"[73, 76, 216, 269]"
1570,Diocletian,images/1570_obv_Diocletian.jpg,"[76, 67, 218, 271]"
1571,Diocletian,images/1571_obv_Diocletian.jpg,"[71, 64, 224, 276]"
1572,Diocletian,images/1572_obv_Diocletian.jpg,"[81, 67, 219, 248]"
1573,Diocletian,images/1573_obv_Diocletian.jpg,"[51.795326232910156, 46.8740234375, 249.0972137451172, 283.893798828125]"
1574,Diocletian,images/1574_obv_Diocletian.jpg,"[64, 77, 217, 276]"
1575,Diocletian,images/1575_obv_Diocletian.jpg,"[70, 64, 219, 272]"
1576,Diocletian,images/1576_obv_Diocletian.jpg,"[44, 49, 197, 278]"
1577,Diocletian,images/1577_obv_Diocletian.jpg,"[90, 70, 227, 276]"
1578,Diocletian,images/1578_obv_Diocletian.jpg,"[84, 51, 239, 277]"
1579,Diocletian,images/1579_obv_Diocletian.jpg,"[88.06791687011719, 41.14533996582031, 250.02896118164062, 288.0550842285156]"
1580,Diocletian,images/1580_obv_Diocletian.jpg,"[64, 88, 243, 282]"
1581,Diocletian,images/1581_obv_Diocletian.jpg,"[77, 40, 242, 255]"
1582,Diocletian,images/1582_obv_Diocletian.jpg,"[30.155902862548828, 39.90125274658203, 262.048095703125, 281.6935729980469]"
